ID,Nombre,Equipo,Puntaje,Competencias
42109,vaom,Hanwha Life Esports,79,26
17481,qzzaxwye,100 Thieves,33,45
27923,dbqxwi,Sentinels,41,7
43154,ntzxlad,Cloud9,32,6
10318,ehmrug,Sentinels,21,35
14965,puvh,Fnatic,21,32
36774,uiuepy,Sentinels,83,7
24675,qvc,Hanwha Life Esports,13,17
19048,kzpxgtle,100 Thieves,7,4
45822,vqchjp,Fnatic,37,30
45904,lfrceq,100 Thieves,75,18
32753,ejggyx,MAD Lions,50,19
9718,ougt,Fnatic,26,13
30578,utiwcdrg,Sentinels,0,26
48609,lrr,T1,50,19
46941,bmq,T1,98,6
10042,ixrgi,Gen.G,86,7
5153,ztqumx,Sentinels,54,7
30525,idlrc,Gen.G,68,19
7241,sofvs,100 Thieves,47,28
49510,yvbaac,Hanwha Life Esports,75,26
43509,zqxjejcp,Damwon Gaming,17,27
9054,xiklfax,Rogue,69,11
19146,wvjo,T1,59,32
33378,xdes,G2 Esports,34,37
16507,wdoiaar,100 Thieves,19,32
44636,tpncwc,G2 Esports,39,39
48702,ypbihivg,MAD Lions,30,17
1083,ptzlawyz,Fnatic,22,12
44164,mhqp,Rogue,19,39
44771,dkps,Rogue,58,1
42410,xfyeu,Immortals,84,31
49502,tcnqjri,Immortals,65,19
43994,shkhx,T1,88,20
22599,iogqwzk,Cloud9,12,2
17665,zodfq,100 Thieves,48,8
3787,oaikfs,Damwon Gaming,63,25
2506,twly,100 Thieves,20,2
38963,bnmpqa,Sentinels,56,31
45576,stocyyy,Gen.G,21,35
37076,ggjzg,Hanwha Life Esports,36,23
35792,elzjgi,Gen.G,81,21
25874,fjlqzz,T1,47,13
25674,mpsiia,Sentinels,50,30
45880,xrbvmz,Gen.G,8,8
6670,gqh,FlyQuest,77,18
45784,fdojy,MAD Lions,73,4
2864,rss,100 Thieves,20,42
9582,asbyuxj,Damwon Gaming,1,27
15725,wzjxn,Sentinels,96,33
11170,zjbuph,FlyQuest,35,12
25974,gby,Fnatic,25,9
18662,aijlkp,Gen.G,54,37
30288,jlmlfiw,Hanwha Life Esports,44,26
1221,hednsxo,T1,45,2
19720,zwpgzybu,FlyQuest,40,15
40233,wnqbw,100 Thieves,28,29
42165,exq,FlyQuest,35,4
16017,lbdaluff,Hanwha Life Esports,39,2
12508,dgsrefc,MAD Lions,62,17
31179,qgwlegb,Gen.G,65,45
49592,qvmcrjx,Fnatic,59,17
10289,jtkfiim,Hanwha Life Esports,57,35
48080,oaw,FlyQuest,34,42
29464,ztwn,G2 Esports,100,30
34022,ytiqtua,G2 Esports,55,42
19,sxoorndh,Rogue,59,15
13549,wooeb,FlyQuest,25,15
20144,wob,FlyQuest,96,45
19596,odaodazt,Cloud9,57,30
40591,nrqp,T1,17,25
32825,jnm,Fnatic,39,27
22588,vrjtq,Hanwha Life Esports,94,21
25634,xgu,Hanwha Life Esports,93,23
32136,ymuvot,Damwon Gaming,73,27
14469,tqg,Cloud9,7,41
29025,mabpbd,100 Thieves,79,18
34808,ieeyezfv,Fnatic,38,35
37530,xwaolup,Gen.G,48,23
29226,ylyr,T1,92,11
34752,ibh,MAD Lions,75,5
3416,ibpzg,Immortals,48,37
24291,ibtpa,G2 Esports,63,44
34383,ympoffc,Gen.G,41,1
46540,lmlpl,MAD Lions,2,25
32621,umfvz,Gen.G,30,41
49099,ninc,Hanwha Life Esports,42,25
20226,mwrurrxk,Fnatic,66,11
47036,ezz,T1,69,2
27431,fuqz,Hanwha Life Esports,25,27
49010,vzr,MAD Lions,60,1
7679,tfhb,100 Thieves,7,21
797,ozkaf,Damwon Gaming,68,21
30642,caue,Damwon Gaming,57,6
35441,bih,Gen.G,34,36
17998,vaisf,FlyQuest,24,22
19800,wynbq,Rogue,7,23
23428,zebqu,Gen.G,91,4
39242,qxgtuntc,100 Thieves,22,23
4490,ohztq,Fnatic,39,28
4828,qssqfu,Gen.G,37,38
10007,mole,FlyQuest,41,34
37473,fnmtjqkx,Cloud9,12,7
44724,pibm,MAD Lions,13,9
25926,icil,Damwon Gaming,9,26
13898,vmaak,G2 Esports,33,44
28599,ituxmh,100 Thieves,33,20
39428,dchslpw,FlyQuest,71,43
48763,vpfagiot,G2 Esports,84,11
1708,czariu,G2 Esports,17,31
46924,ngqxtuue,Sentinels,15,8
43437,vnbz,Sentinels,38,37
43145,asfdkn,Immortals,0,3
38971,apzdory,G2 Esports,81,4
8596,amonpl,Cloud9,97,40
9827,isbpbr,G2 Esports,46,22
23978,mkrat,FlyQuest,60,14
34084,btkmmddm,Immortals,44,8
35480,qrvcdx,Hanwha Life Esports,47,3
15099,rkbtbdxh,100 Thieves,36,26
666,njyhfokt,FlyQuest,1,16
22066,cwdmocjg,T1,17,21
47632,cnlen,Cloud9,1,43
47597,vefpugp,Immortals,26,8
35016,becadida,Hanwha Life Esports,52,20
4424,ymboryr,MAD Lions,22,41
14086,vyuckwp,Gen.G,8,20
26702,fvtrora,100 Thieves,47,24
26434,wzlfysb,100 Thieves,5,11
26574,hzzlwnvq,Cloud9,55,20
41679,wilc,MAD Lions,66,31
8017,dstalef,MAD Lions,30,34
3682,fss,Cloud9,88,5
12450,npycbly,Sentinels,73,21
35755,qcvz,Hanwha Life Esports,34,38
42383,mqrtytus,G2 Esports,31,18
33477,skkzqomf,Cloud9,47,14
31511,ltuko,Gen.G,21,28
10044,fatda,Cloud9,56,38
2107,fic,Immortals,47,6
8559,fdvskfp,Gen.G,0,20
33751,mkgjhbhm,MAD Lions,28,43
34884,rffiiun,MAD Lions,10,20
34382,nwghwzh,T1,30,40
47234,dovmbmvb,G2 Esports,56,39
7456,pefhxof,Fnatic,4,5
35748,xhd,T1,18,22
27747,ywkfpkq,Sentinels,78,28
21879,uvu,T1,26,3
3435,ygokdz,Immortals,91,39
20956,dwqlyri,T1,53,23
14872,ooowki,Fnatic,10,33
19085,dkks,Gen.G,29,27
19930,kbhva,Rogue,83,13
35253,nrhel,MAD Lions,96,30
45003,gzpn,Damwon Gaming,1,17
7672,cjuipis,Rogue,42,10
25511,bmezqg,Damwon Gaming,6,31
20082,tomrl,Damwon Gaming,64,20
6894,hszffs,MAD Lions,6,9
44677,kicp,100 Thieves,74,22
5363,pbpuq,MAD Lions,96,1
29361,rylunpu,Rogue,29,44
29880,odprp,Rogue,94,19
4453,paouszwd,FlyQuest,53,35
46719,vsuadygt,MAD Lions,57,27
8869,ryrhvmdf,MAD Lions,65,10
6166,xsrfdw,Hanwha Life Esports,22,26
48332,whnfl,Cloud9,36,24
34614,brbcje,Cloud9,37,27
44403,rlsecmg,T1,74,4
15226,rdphj,MAD Lions,43,9
5343,vadkzh,Rogue,84,32
5105,bttch,Immortals,36,6
13332,yrghji,Damwon Gaming,41,1
7221,ekrb,Fnatic,64,9
3176,utadxp,G2 Esports,85,22
23505,aytfppwx,MAD Lions,84,33
7880,rzdw,Gen.G,64,12
48385,owpyb,Sentinels,8,32
13374,kkr,Fnatic,25,7
28250,bgqjzxz,Sentinels,40,33
19038,fioink,T1,34,40
27597,llijj,Hanwha Life Esports,63,43
1309,sgu,Hanwha Life Esports,68,39
7507,oog,Damwon Gaming,93,1
35174,wzzzu,100 Thieves,78,42
19694,mkualab,FlyQuest,56,31
22637,crx,Immortals,25,21
5645,nfvrixdv,Rogue,36,9
38265,gep,Cloud9,92,40
3315,ousis,Gen.G,69,4
23454,jwtwoyu,Sentinels,91,3
34069,hmqi,100 Thieves,74,34
24223,rbjzcwla,Cloud9,92,9
9120,kcjv,FlyQuest,33,43
20466,uotgyqho,Immortals,88,5
32762,hqwjza,Gen.G,16,23
20618,ahfz,Damwon Gaming,49,5
35256,huazd,MAD Lions,14,24
36352,axsffgf,FlyQuest,91,25
4827,ialch,G2 Esports,9,37
47069,gzxkmzpg,100 Thieves,83,22
35887,mkg,Gen.G,17,37
23608,qvhz,Fnatic,53,43
45361,ask,Sentinels,10,40
28438,ghjgwvxx,MAD Lions,18,12
12946,urudlpn,Damwon Gaming,8,3
39018,jhyilbss,Immortals,35,23
10011,czujz,Gen.G,9,45
10958,gxnlfazv,100 Thieves,60,31
37622,aosmvgj,Gen.G,11,35
26069,ufmudo,Gen.G,28,4
31687,evxbmhrm,T1,50,33
26215,jjomwtyi,Fnatic,71,22
22423,akfeqb,T1,25,41
39010,dkvw,Gen.G,41,20
19466,vocu,G2 Esports,40,7
37616,ollglh,Gen.G,17,2
31202,laxfe,Damwon Gaming,68,21
27675,bwivr,FlyQuest,33,22
18549,iki,Sentinels,18,9
7668,zbpvxzd,G2 Esports,32,41
42443,ujqzjfyn,Cloud9,48,31
28403,dda,Fnatic,76,10
133,ghxbnpws,Damwon Gaming,34,36
42632,zizxvify,Hanwha Life Esports,16,34
1524,hjq,Cloud9,46,14
4957,aeshn,Fnatic,67,45
41898,lufo,Rogue,57,12
40312,xtihivuz,Cloud9,67,2
38529,tuink,G2 Esports,11,29
10095,cixebj,Hanwha Life Esports,23,8
44251,ujmwaolk,Fnatic,14,9
38433,fedoohb,Immortals,10,13
34883,djm,T1,89,16
43159,jufejohe,Immortals,0,1
44174,yqdgl,Sentinels,76,22
32818,kzxfsnj,G2 Esports,58,32
19347,xtkwsa,G2 Esports,7,44
48138,wujobcq,Damwon Gaming,32,8
43988,fdti,G2 Esports,49,6
19229,jqbvfg,Damwon Gaming,30,38
44207,fdideetz,Fnatic,9,44
37100,vkwu,Hanwha Life Esports,92,32
39908,esu,FlyQuest,50,19
44886,ovvrbmtk,FlyQuest,82,36
12345,nqs,T1,38,10
46020,jqldvi,Damwon Gaming,86,28
2044,qond,FlyQuest,91,41
17775,yutsu,Gen.G,37,21
20317,vxxi,100 Thieves,30,42
27261,uaxkpa,MAD Lions,38,23
41530,akashel,MAD Lions,57,36
41245,maxatdt,100 Thieves,11,40
47944,ukskoip,100 Thieves,85,3
22097,dqrhrrp,100 Thieves,35,14
20224,edlrg,Sentinels,5,20
5834,catbam,Rogue,20,34
2660,qze,T1,76,5
9771,vtcdzhwv,100 Thieves,7,42
46219,lxsnp,T1,4,2
40661,sllil,Gen.G,11,42
11109,eahu,G2 Esports,49,18
44537,uvcpef,Hanwha Life Esports,24,8
24136,uai,Hanwha Life Esports,80,7
48313,vipn,Hanwha Life Esports,84,23
27201,pfet,FlyQuest,15,26
17699,fncwmqld,Sentinels,8,18
44041,hxxa,100 Thieves,19,45
27195,cfmiz,FlyQuest,4,5
26670,toticg,MAD Lions,46,31
34320,fxflgp,MAD Lions,17,9
15528,asngs,MAD Lions,72,1
19314,kmsyabm,Hanwha Life Esports,67,8
8170,duxdhp,Rogue,47,19
5328,fqnejmt,Damwon Gaming,11,10
22263,favhzk,Rogue,96,40
10389,ary,G2 Esports,82,2
9217,gudmgvrr,Rogue,65,32
27511,bsk,G2 Esports,14,20
27993,csm,Cloud9,31,43
49306,qlyonzn,Immortals,11,37
17997,xvgva,Rogue,73,7
29049,mtwwsajs,Gen.G,56,25
11761,qnjd,100 Thieves,56,18
4269,kjp,100 Thieves,46,23
20284,kksm,Hanwha Life Esports,82,5
525,fjmrx,G2 Esports,72,23
48324,egvaozy,MAD Lions,14,27
23389,nxwc,T1,86,25
15388,unuzzs,Fnatic,3,9
17530,jeoz,MAD Lions,60,23
19343,fthqykqx,FlyQuest,60,9
30573,iquf,Damwon Gaming,43,43
2458,cznsob,Cloud9,83,31
38359,raljczq,Damwon Gaming,96,11
44226,rvx,Cloud9,70,4
11686,xupbdjqd,Damwon Gaming,58,3
46529,gvxoadmw,T1,60,41
7206,qobmmuvr,Hanwha Life Esports,83,5
7128,kmkh,Sentinels,38,17
49210,zjdrwzaw,Cloud9,54,42
42221,xlsxjgka,FlyQuest,6,19
13453,fybyu,Immortals,56,22
30283,mgr,Sentinels,7,41
5552,ishdmutk,Fnatic,39,15
24739,aefvc,MAD Lions,11,40
37806,qzmuauog,Gen.G,87,32
10005,ncbck,FlyQuest,64,23
24362,xkt,Immortals,35,21
13091,fzaz,Sentinels,67,41
1451,bgruq,Rogue,65,35
9652,njs,FlyQuest,38,36
41528,ktqeszur,Cloud9,38,29
41919,skfrbyl,Cloud9,75,6
9767,mlvimnrp,MAD Lions,44,8
32431,uaybmtf,Gen.G,89,29
9148,dwpewapi,Fnatic,11,24
40243,ttjtmktx,MAD Lions,80,17
16758,xtvtrz,MAD Lions,86,28
3932,cqer,Damwon Gaming,40,20
38521,htkdz,Fnatic,44,2
36720,ujf,Cloud9,45,39
12513,dfnm,T1,40,26
26433,kzt,Damwon Gaming,83,43
7174,fratybl,FlyQuest,96,31
968,pxjlz,100 Thieves,7,3
36800,dqnyy,Fnatic,67,16
16443,obhgqor,Sentinels,43,3
1114,ealt,FlyQuest,36,30
15857,dsb,Rogue,94,9
49242,tpo,Cloud9,4,32
46691,xjaxizq,T1,96,24
10676,raneymwc,Sentinels,78,9
21303,xmp,Hanwha Life Esports,39,40
6631,npjtujim,Damwon Gaming,0,9
11492,due,Hanwha Life Esports,12,15
46271,pwil,G2 Esports,15,44
46923,hny,Immortals,62,18
18905,ggwng,MAD Lions,15,8
20442,lcp,MAD Lions,17,39
33822,sefuuml,MAD Lions,65,15
11949,casj,100 Thieves,42,32
777,gwovqg,Gen.G,27,37
16356,flce,Immortals,27,41
2433,fvi,Hanwha Life Esports,75,22
3250,ijoabex,Sentinels,70,32
25924,uwq,Cloud9,53,18
2618,xmjl,Cloud9,52,26
29137,nkzype,G2 Esports,93,24
25142,vpznn,MAD Lions,22,45
2874,slbriabz,Immortals,10,8
23834,ecsxkiy,Rogue,74,42
22079,mwdbrm,MAD Lions,76,6
22799,qvrvi,G2 Esports,70,26
2140,feyxul,Hanwha Life Esports,89,10
32540,guuzqyo,Hanwha Life Esports,65,35
33494,afgosvr,Immortals,19,18
8167,gznsrpoa,MAD Lions,41,41
14297,ldlsw,FlyQuest,52,21
5021,auoftub,Immortals,65,30
43009,qhzr,Cloud9,99,38
22052,zrr,G2 Esports,32,34
9111,fce,FlyQuest,33,44
36986,enls,Damwon Gaming,94,10
13379,juezdugh,Immortals,93,19
33722,lyafyu,Rogue,45,1
6544,izkspxrc,Fnatic,17,18
25928,yygx,Sentinels,83,1
44648,fhpds,Damwon Gaming,81,28
14380,mfjvv,Sentinels,21,4
38828,nzgen,T1,36,6
11199,ydcpubs,G2 Esports,74,17
5671,uha,T1,74,23
28211,vowgpbvu,100 Thieves,89,26
11714,srishwtq,Gen.G,82,8
9062,rkqoz,Immortals,10,7
43254,srylkwut,Rogue,88,10
11581,ilzw,Rogue,89,11
35632,ilqs,T1,49,42
22112,uxbzde,Fnatic,9,31
30118,gqxqif,Hanwha Life Esports,82,9
26890,eivr,Gen.G,62,34
25866,neh,Fnatic,80,7
14216,qeiedrbl,Sentinels,68,20
39993,waoc,Cloud9,52,21
27963,aqyyysa,Cloud9,100,38
7226,joa,Immortals,56,5
7972,tsbbuk,Cloud9,34,35
25038,rlgb,Sentinels,91,7
40253,aspcdcft,Hanwha Life Esports,84,39
25068,bdb,Sentinels,73,33
30277,ygu,Rogue,24,2
42177,svogkn,Damwon Gaming,93,24
29848,oflyf,Immortals,90,24
39402,yfwhyphw,MAD Lions,71,31
19729,mootph,Gen.G,71,37
44370,xebpmlnu,Rogue,91,1
6672,qeq,Damwon Gaming,25,40
30648,wgyn,Immortals,52,9
27367,qcnvz,Gen.G,71,21
47782,bdkc,Immortals,3,6
27409,vplgwja,Damwon Gaming,34,11
17844,gklen,Hanwha Life Esports,70,18
36902,cvsuoayq,Rogue,33,33
38830,rvq,FlyQuest,29,16
32252,nechkwp,G2 Esports,38,21
46953,wxdu,MAD Lions,73,24
339,jyevc,MAD Lions,42,29
45001,zei,Rogue,24,43
47934,fxtzm,Damwon Gaming,20,38
33168,eafv,Hanwha Life Esports,51,39
7315,wfegn,100 Thieves,20,23
45762,vgwjjt,Damwon Gaming,97,16
40930,ukx,Cloud9,30,14
36179,jxfwfsiz,Immortals,15,31
13530,tbzn,FlyQuest,8,20
33170,rhppgrf,Cloud9,94,17
22287,erds,Cloud9,94,37
8427,utfytgf,FlyQuest,24,4
45540,pisq,G2 Esports,49,33
38693,jyh,100 Thieves,88,8
18880,szm,Gen.G,89,7
22608,zbiue,Hanwha Life Esports,93,38
15715,blgzcje,Fnatic,73,11
30200,wcgptzya,Damwon Gaming,77,44
4470,aqxe,Gen.G,45,6
38752,nzqugba,Rogue,67,2
7728,kousi,Damwon Gaming,22,11
25618,idg,Immortals,73,33
41007,hrtgyr,100 Thieves,86,43
22243,cqepladb,Hanwha Life Esports,73,5
14979,fbnhmk,100 Thieves,67,40
30907,wtctzpcr,T1,17,12
16343,pntw,Gen.G,40,38
27255,omthc,Sentinels,69,25
9150,homcsjj,T1,34,14
338,qnxk,Fnatic,93,17
7553,jubj,Rogue,19,28
39291,npidxge,MAD Lions,84,10
48282,bupwcbac,T1,76,39
31760,bwmuph,FlyQuest,99,10
37331,lsgefur,100 Thieves,19,42
35930,ftkbidq,Gen.G,75,44
39244,zqnii,Damwon Gaming,56,14
689,aqsr,Hanwha Life Esports,94,43
22350,qpw,Immortals,52,43
40038,tdmawkzq,T1,35,8
15860,zjxki,T1,65,33
5590,arax,FlyQuest,4,17
40599,tynaub,T1,42,8
3457,mhzl,100 Thieves,34,43
42416,yed,Rogue,7,19
2833,xhipscbk,Rogue,26,39
36793,xndgv,FlyQuest,13,38
6532,hehc,T1,5,2
10018,rqrie,FlyQuest,88,9
45860,awvom,Rogue,4,16
27374,fkngp,T1,29,33
43570,jsbf,Sentinels,57,22
39365,zjuvs,Damwon Gaming,7,43
38668,nklrgwy,MAD Lions,63,32
1590,aufofwgj,Immortals,87,19
35267,phzyb,Immortals,26,17
28867,hzoa,T1,28,44
30996,owg,100 Thieves,57,2
26384,pudo,G2 Esports,93,36
35556,hst,Fnatic,45,33
922,uvjz,Sentinels,0,38
45833,nnylez,G2 Esports,65,1
35039,mas,Hanwha Life Esports,12,26
5378,cmzvz,FlyQuest,82,13
39905,gce,Fnatic,15,41
21171,gpyeytp,100 Thieves,69,39
2268,jbevg,Gen.G,25,5
40888,vgrntp,Fnatic,33,18
33298,ipyo,G2 Esports,44,37
34739,litm,Rogue,41,1
32434,spfsqtmx,Immortals,54,21
22162,armftn,Cloud9,77,32
24996,jgsgsffc,100 Thieves,45,22
3307,klm,G2 Esports,73,1
20078,istdkw,Damwon Gaming,1,19
9818,ahqhah,Rogue,52,40
41241,caff,Immortals,62,29
20664,nejtddhj,Hanwha Life Esports,7,2
5587,frk,Damwon Gaming,7,11
33413,apmlcqyz,G2 Esports,99,2
22330,zns,Damwon Gaming,66,22
38603,woa,Hanwha Life Esports,73,42
49781,kxoyy,Hanwha Life Esports,60,24
33408,nhtpyy,Gen.G,13,37
35919,fqz,Damwon Gaming,33,32
19809,edeavxzk,FlyQuest,54,30
15027,xetnse,Hanwha Life Esports,22,13
38840,fpjnbdf,100 Thieves,4,3
12612,skpsaa,Cloud9,91,4
46906,dowijl,100 Thieves,26,37
26378,tku,Fnatic,100,5
1899,ngyudbei,Rogue,56,4
40965,vfedf,100 Thieves,72,10
15847,gall,FlyQuest,78,2
28376,qksh,Gen.G,35,34
19977,rzskf,Cloud9,81,12
39949,hswfyc,Cloud9,72,28
34689,tzmqmph,Immortals,40,13
11583,wdt,FlyQuest,70,37
44469,ceek,Hanwha Life Esports,100,8
30028,ofm,T1,45,8
11240,naa,FlyQuest,96,16
13684,awqj,Fnatic,7,15
8630,hlnskn,FlyQuest,45,40
34287,slaclet,Hanwha Life Esports,64,44
37031,fko,MAD Lions,26,18
3768,srednwq,G2 Esports,34,9
19103,rhwamx,G2 Esports,66,36
9855,xsfcnwpn,T1,20,32
48140,kvlcb,Sentinels,26,20
9788,qwhf,Gen.G,99,30
30847,htscy,Immortals,83,33
32532,ejzuy,Gen.G,8,12
26016,nyc,Gen.G,41,24
49179,yvr,Immortals,26,34
6665,mhibj,Fnatic,64,35
47775,ytiors,Rogue,97,2
34025,czuvhkqc,Sentinels,27,41
7618,ngyu,100 Thieves,84,30
12568,hnvpyun,100 Thieves,8,12
29249,iuo,Immortals,83,4
14629,aqx,Fnatic,62,23
25687,rgyfnun,Fnatic,42,34
47857,dbntltbg,Rogue,31,12
21692,giv,100 Thieves,38,1
6426,eohx,Sentinels,57,30
28501,tccmr,Fnatic,41,24
39616,xrgk,Gen.G,88,34
46606,hrrmmco,Cloud9,16,18
19815,ebw,FlyQuest,9,12
27705,uyn,Damwon Gaming,32,30
33935,qwnsih,Gen.G,11,44
13399,ebxua,Rogue,43,24
4023,xbk,Immortals,74,40
38034,gppfp,Rogue,95,2
39687,phktevuz,100 Thieves,4,26
42692,hhczbcx,Hanwha Life Esports,49,19
21738,oncqnp,Immortals,27,34
26963,qinkdrh,MAD Lions,24,32
21338,drugsyr,Damwon Gaming,96,23
15888,qippuhwn,Immortals,19,45
49067,yojku,Cloud9,66,16
22220,perbosm,Fnatic,19,34
41375,elalvu,Gen.G,63,35
3781,ulnvxxp,Damwon Gaming,84,3
26291,tcssyap,FlyQuest,40,39
48631,jndpckmf,Gen.G,70,12
44,fgi,FlyQuest,99,27
26813,clacnrz,MAD Lions,44,30
15286,iflatqjo,Gen.G,7,21
29822,ggnvqbg,Cloud9,17,42
8620,xqoafg,Damwon Gaming,52,44
47818,xqjvbq,T1,11,38
22975,xmyjq,T1,67,8
11810,gdw,Sentinels,2,39
49352,ikmlkp,Immortals,84,13
43581,alwokhls,Damwon Gaming,16,11
34511,jefatte,Gen.G,98,45
25702,iubmlg,Sentinels,66,43
45628,zrum,100 Thieves,89,8
18375,eyqxdmee,Sentinels,26,23
34277,bbwkpx,Sentinels,71,10
42438,mpsiozw,MAD Lions,84,17
48925,rwtnz,G2 Esports,15,6
26328,ekosy,Rogue,6,27
5311,wwzty,Fnatic,35,18
15162,ieoumep,Sentinels,72,45
40246,ysqtg,T1,52,17
25350,trucgwsl,100 Thieves,52,34
3782,nkn,Gen.G,53,27
28037,stdke,Fnatic,73,15
2508,zwlfhdk,FlyQuest,43,12
45036,apnv,T1,72,39
33310,msris,Damwon Gaming,14,12
36777,gznad,Gen.G,48,2
38907,knaltwzk,Hanwha Life Esports,31,1
4232,rjjzvnii,MAD Lions,84,9
47149,wnkkobi,Rogue,47,10
23111,azhhs,Fnatic,59,27
15503,ilyk,T1,47,15
34259,trea,Gen.G,76,24
27900,mtg,Gen.G,55,16
33060,bpsq,100 Thieves,57,20
24555,xrlz,G2 Esports,26,7
40690,kizw,Cloud9,35,31
2065,uaahydb,FlyQuest,11,10
36208,fnrp,MAD Lions,96,35
28491,ggnxopb,Sentinels,2,4
12835,xwoob,Damwon Gaming,71,31
28132,vkw,Cloud9,58,45
22084,opqqtq,Damwon Gaming,71,42
37365,rorybwdp,Rogue,7,32
27800,skowdf,Immortals,83,24
36576,wzl,Cloud9,16,37
18177,wplnsw,Hanwha Life Esports,90,11
35185,wzas,Damwon Gaming,26,18
3883,rceokmw,G2 Esports,50,4
11005,djfxz,100 Thieves,67,41
3409,wykf,Damwon Gaming,72,32
43508,nmov,Damwon Gaming,22,7
4565,ymzac,T1,3,35
8040,ske,Immortals,65,14
19405,msddud,FlyQuest,52,24
41963,quo,Sentinels,49,5
49618,wbzk,100 Thieves,47,22
1150,kkt,Rogue,15,11
26354,ycpjnqus,MAD Lions,60,18
14614,xfurtru,Rogue,60,35
39369,tyxgbod,Gen.G,54,27
12547,gymsqxxo,MAD Lions,98,33
14638,xslz,G2 Esports,62,24
4176,jlm,Rogue,50,9
16447,hej,MAD Lions,94,27
31353,giie,G2 Esports,86,17
9176,kxetby,Fnatic,43,20
3413,yipwrdsm,Gen.G,52,39
18835,pzbw,Cloud9,17,36
20605,fziiz,100 Thieves,51,29
16523,qtg,T1,60,33
3718,ujryqsp,FlyQuest,14,12
36203,iey,Fnatic,66,41
39153,haernibl,T1,1,17
21601,bnbwe,Sentinels,29,14
4850,nfhmzs,Hanwha Life Esports,27,10
33117,bng,Sentinels,78,37
26308,ibcqv,Cloud9,27,31
7837,xahikp,Hanwha Life Esports,67,45
30559,mjrjbvs,FlyQuest,30,5
20606,thpgqm,G2 Esports,99,40
30196,sgrph,MAD Lions,71,31
33565,hpued,Immortals,71,1
31831,lhgk,G2 Esports,58,45
32491,vvw,100 Thieves,28,2
21236,csfbu,G2 Esports,12,9
47433,jetxyfg,T1,43,18
3491,jgy,Immortals,8,1
42435,glfzhysj,100 Thieves,70,30
3099,thq,T1,33,13
1476,idn,Gen.G,47,27
43913,ney,Immortals,17,44
8646,uaobodw,Gen.G,99,17
23671,qwboenux,Hanwha Life Esports,75,44
40948,sgjsr,Immortals,78,35
36323,wsw,100 Thieves,53,40
32635,xkbddiw,Cloud9,2,28
35085,tqzuotpa,MAD Lions,77,15
36217,qpxol,Rogue,45,17
16655,niruj,FlyQuest,40,13
36577,vyapwrep,Gen.G,9,8
23414,tnapdsi,Cloud9,9,13
12997,xhjutb,Fnatic,53,36
15520,qtst,Gen.G,17,11
10735,ppb,Sentinels,55,23
1464,pwakq,Fnatic,24,2
25574,gyhmsi,Fnatic,38,6
48268,tketfjri,Cloud9,74,42
15758,qpgoodtg,Gen.G,74,32
19486,zjbuyqnz,Immortals,53,9
12139,bwdxetqq,Immortals,64,27
38270,guwsko,MAD Lions,88,42
669,jdvqt,Rogue,35,43
34951,vtxuyx,Rogue,15,38
24107,kcln,FlyQuest,10,25
35407,xwc,G2 Esports,42,18
7097,jqrs,100 Thieves,90,21
41358,brxbh,Damwon Gaming,67,45
48755,akogshx,Hanwha Life Esports,1,2
6524,ksrcaz,Damwon Gaming,65,38
31424,jntfffus,Cloud9,14,37
43428,gtwfc,Sentinels,57,43
42738,sgyfdk,Immortals,38,5
8098,sfs,Damwon Gaming,34,17
22016,caft,Rogue,10,1
19058,gapaluxa,100 Thieves,75,43
3594,ggczbgxs,MAD Lions,77,10
48600,ukpedqx,Sentinels,43,39
2582,glecv,Rogue,27,18
44517,hlqgcz,Hanwha Life Esports,49,38
9046,eqmoe,T1,5,8
39011,vhujfg,MAD Lions,68,16
41388,kwmlq,Sentinels,9,34
30371,vovue,Hanwha Life Esports,68,24
15251,bgrm,Gen.G,74,14
25858,men,Rogue,95,28
34248,suwlfcna,Damwon Gaming,14,23
20487,mzbhozk,T1,20,31
48968,xsfegn,Damwon Gaming,33,44
37973,opbyx,FlyQuest,15,39
40212,mtjcn,100 Thieves,0,33
32584,sot,Rogue,19,1
14950,gyq,Cloud9,46,42
21340,ogin,Gen.G,82,23
32438,yzsrahr,FlyQuest,32,16
23096,xojrz,Rogue,10,35
10266,bzzokvno,Rogue,65,28
43604,ysctgs,Sentinels,5,1
36028,nhy,Fnatic,0,27
43956,oeszrbe,FlyQuest,4,11
6785,uvxsnlr,G2 Esports,64,34
22961,epugjgvc,Gen.G,91,19
37991,xcof,Cloud9,76,24
24400,mgcmmze,MAD Lions,41,13
39440,lxbrqtsd,100 Thieves,86,20
31818,zbf,Immortals,30,5
48725,ojdpa,G2 Esports,85,26
37666,cwhhto,MAD Lions,12,27
24525,tee,Hanwha Life Esports,71,10
42890,vfmfaj,T1,31,42
21191,ekortu,G2 Esports,8,2
33635,rynkhi,Immortals,68,45
49509,rjszhvkm,Damwon Gaming,82,15
1034,ysqxksx,Damwon Gaming,9,22
42103,tqn,FlyQuest,88,21
12191,jntovs,FlyQuest,72,34
20285,rvuhngq,Hanwha Life Esports,97,13
31723,mjhzrdwf,Cloud9,95,23
34299,yxdnopi,Hanwha Life Esports,53,17
42789,mlmjty,Cloud9,21,25
14047,xqf,Hanwha Life Esports,100,20
8038,bzpee,Cloud9,60,19
36491,lve,T1,62,4
45741,mjqs,MAD Lions,89,18
22550,azevmrmt,Rogue,8,16
14418,aptau,Gen.G,6,34
